"industry","class_code_fct","special_class","yr_2018","yr_2019","yr_2020","yr_2021","yr_2022","delta_18_19","delta_19_20","delta_20_21","delta_21_22","type_21_22","class_code_type"
"Manufacturing","2797",NA,3.63,2.96,2.73,2.62,2.41,-0.184573002754821,-0.0777027027027027,-0.0402930402930403,-0.0801526717557252,"-10-20%","LIVE CODE"
"Manufacturing","2802",NA,3.57,2.96,2.81,2.63,2.45,-0.170868347338936,-0.0506756756756757,-0.0640569395017794,-0.0684410646387832,"-10-20%","LIVE CODE"
"Manufacturing","2835",NA,1.74,1.43,1.19,1.16,1.18,-0.17816091954023,-0.167832167832168,-0.0252100840336135,0.0172413793103448,"0-5%","LIVE CODE"
"Manufacturing","2836",NA,1.3,1.25,1.24,1.35,1.42,-0.0384615384615385,-0.00800000000000001,0.088709677419355,0.0518518518518518,"5-10%","LIVE CODE"
"Manufacturing","2841",NA,2.58,2.14,2.1,2.08,2.03,-0.170542635658915,-0.0186915887850467,-0.00952380952380949,-0.0240384615384617,"-0-5%","LIVE CODE"
"Manufacturing","2881",NA,2.74,2.16,1.8,1.59,1.47,-0.211678832116788,-0.166666666666667,-0.116666666666667,-0.0754716981132076,"-10-20%","LIVE CODE"
"Manufacturing","2883",NA,2.71,2.17,1.92,1.81,1.85,-0.199261992619926,-0.115207373271889,-0.0572916666666666,0.0220994475138121,"0-5%","LIVE CODE"
"Manufacturing","2915",NA,1.75,1.77,1.81,1.69,1.5,0.0114285714285713,0.0225988700564972,-0.0662983425414365,-0.112426035502959,"-10-20%","LIVE CODE"
"Manufacturing","2916",NA,2.57,2.27,2.08,1.9,1.99,-0.116731517509728,-0.0837004405286343,-0.0865384615384616,0.0473684210526317,"0-5%","LIVE CODE"
"Manufacturing","2923",NA,1.56,1.28,1.1,0.96,0.84,-0.17948717948718,-0.140625,-0.127272727272727,-0.125,"-10-20%","LIVE CODE"
"Manufacturing","2960",NA,2.6,2.38,2.32,2.27,2.18,-0.0846153846153846,-0.0252100840336135,-0.0215517241379309,-0.039647577092511,"-0-5%","LIVE CODE"
"Manufacturing","3004",NA,0.92,0.79,0.72,0.71,0.71,-0.141304347826087,-0.0886075949367089,-0.013888888888889,0,"NO CHANGE","LIVE CODE"
"Manufacturing","3018",NA,2.8,2.3,1.79,1.54,1.49,-0.178571428571429,-0.221739130434783,-0.139664804469274,-0.0324675324675325,"-0-5%","LIVE CODE"
"Manufacturing","3022",NA,4.31,3.11,2.47,2.21,2,-0.278422273781903,-0.205787781350482,-0.105263157894737,-0.0950226244343891,"-10-20%","LIVE CODE"
"Manufacturing","3027",NA,1.57,1.31,1.18,1.04,0.99,-0.165605095541401,-0.0992366412213741,-0.11864406779661,-0.0480769230769231,"-0-5%","LIVE CODE"
"Manufacturing","3028",NA,1.73,1.56,1.5,1.4,1.4,-0.0982658959537572,-0.0384615384615385,-0.0666666666666668,0,"NO CHANGE","LIVE CODE"
"Manufacturing","3030",NA,4.07,3.39,3.21,2.83,2.57,-0.167076167076167,-0.0530973451327434,-0.118380062305296,-0.0918727915194347,"-10-20%","LIVE CODE"
"Manufacturing","3040",NA,4.19,3.31,2.84,2.47,2.27,-0.210023866348449,-0.141993957703928,-0.130281690140845,-0.0809716599190284,"-10-20%","LIVE CODE"
"Manufacturing","3041",NA,2.83,2.19,1.92,1.84,1.69,-0.226148409893993,-0.123287671232877,-0.0416666666666666,-0.0815217391304348,"-10-20%","LIVE CODE"
"Manufacturing","3042",NA,2.07,1.82,1.82,1.89,1.85,-0.120772946859903,0,0.0384615384615383,-0.0211640211640211,"-0-5%","LIVE CODE"
"Manufacturing","3064",NA,3.25,2.48,2.03,1.86,1.73,-0.236923076923077,-0.181451612903226,-0.0837438423645319,-0.0698924731182796,"-10-20%","LIVE CODE"
"Manufacturing","3076",NA,1.88,1.66,1.59,1.59,1.62,-0.117021276595745,-0.042168674698795,0,0.0188679245283019,"0-5%","LIVE CODE"
"Manufacturing","3081","D",2.57,2.26,2.23,2.05,1.85,-0.120622568093385,-0.0132743362831858,-0.0807174887892378,-0.097560975609756,"-10-20%","LIVE CODE"
"Manufacturing","3082","D",2.66,2.37,2.28,2.1,1.91,-0.109022556390977,-0.0379746835443039,-0.0789473684210525,-0.0904761904761906,"-10-20%","LIVE CODE"
"Manufacturing","3085","D",2.65,2.33,2.22,2.38,2.55,-0.120754716981132,-0.0472103004291845,0.072072072072072,0.0714285714285714,"5-10%","LIVE CODE"
"Manufacturing","3110",NA,2.74,2.38,2.25,2.12,1.97,-0.131386861313869,-0.0546218487394957,-0.0577777777777777,-0.0707547169811321,"-10-20%","LIVE CODE"
"Manufacturing","3111",NA,1.92,1.65,1.45,1.35,1.33,-0.140625,-0.121212121212121,-0.0689655172413792,-0.0148148148148148,"-0-5%","LIVE CODE"
"Manufacturing","3113",NA,1.25,1.08,0.98,0.92,0.94,-0.136,-0.0925925925925927,-0.0612244897959183,0.0217391304347825,"0-5%","LIVE CODE"
"Manufacturing","3114",NA,1.49,1.51,1.52,1.46,1.37,0.0134228187919463,0.00662251655629142,-0.0394736842105263,-0.0616438356164383,"-10-20%","LIVE CODE"
"Manufacturing","3118",NA,1.44,1.21,1.05,0.97,0.88,-0.159722222222222,-0.132231404958678,-0.0761904761904763,-0.0927835051546392,"-10-20%","LIVE CODE"
"Manufacturing","3119",NA,0.5,0.41,0.36,0.39,0.4,-0.18,-0.121951219512195,0.0833333333333335,0.0256410256410258,"0-5%","LIVE CODE"
"Manufacturing","3122",NA,1.35,1.17,1.15,1.1,1.08,-0.133333333333333,-0.0170940170940171,-0.0434782608695651,-0.0181818181818182,"-0-5%","LIVE CODE"
"Manufacturing","3126",NA,1.16,0.93,0.84,0.79,0.78,-0.198275862068965,-0.0967741935483872,-0.0595238095238094,-0.0126582278481012,"-0-5%","LIVE CODE"
"Manufacturing","3131",NA,1.17,1.04,0.98,0.86,0.83,-0.111111111111111,-0.0576923076923077,-0.122448979591837,-0.0348837209302326,"-0-5%","LIVE CODE"
"Manufacturing","3132",NA,1.77,1.56,1.41,1.38,1.33,-0.11864406779661,-0.0961538461538463,-0.0212765957446809,-0.0362318840579708,"-0-5%","LIVE CODE"
"Manufacturing","3145",NA,1.15,1.07,1.03,1.01,0.94,-0.0695652173913042,-0.0373831775700935,-0.0194174757281553,-0.0693069306930694,"-10-20%","LIVE CODE"
"Manufacturing","3146",NA,1.58,1.35,1.25,1.1,0.94,-0.145569620253165,-0.0740740740740742,-0.12,-0.145454545454546,"-10-20%","LIVE CODE"
"Manufacturing","3169",NA,1.86,1.71,1.59,1.52,1.41,-0.0806451612903226,-0.0701754385964911,-0.0440251572327044,-0.0723684210526316,"-10-20%","LIVE CODE"
"Manufacturing","3179",NA,1.1,0.97,0.88,0.82,0.82,-0.118181818181818,-0.0927835051546392,-0.0681818181818182,0,"NO CHANGE","LIVE CODE"
"Manufacturing","3180",NA,1.57,1.29,1.1,0.97,0.91,-0.178343949044586,-0.147286821705426,-0.118181818181818,-0.0618556701030927,"-10-20%","LIVE CODE"
"Manufacturing","3188",NA,1.2,1.14,0.97,0.88,0.82,-0.05,-0.149122807017544,-0.0927835051546392,-0.0681818181818182,"-10-20%","LIVE CODE"
"Manufacturing","3220",NA,1.27,1.15,1.09,1.1,1.19,-0.094488188976378,-0.0521739130434781,0.00917431192660545,0.0818181818181818,"5-10%","LIVE CODE"
"Manufacturing","3224",NA,2.04,1.71,1.56,1.58,1.66,-0.161764705882353,-0.087719298245614,0.0128205128205128,0.0506329113924049,"5-10%","LIVE CODE"
"Manufacturing","3227",NA,2.19,1.81,1.64,1.47,1.41,-0.17351598173516,-0.0939226519337018,-0.103658536585366,-0.0408163265306123,"-0-5%","LIVE CODE"
"Manufacturing","3240",NA,2.38,2.11,1.96,NA,NA,-0.113445378151261,-0.0710900473933649,NA,NA,"ERROR","ANCIENT CODE"
"Manufacturing","3241",NA,2.58,2.21,1.91,1.69,1.52,-0.143410852713178,-0.135746606334842,-0.115183246073298,-0.100591715976331,"-10-20%","LIVE CODE"
"Manufacturing","3255",NA,1.66,1.38,1.26,1.21,1.2,-0.168674698795181,-0.0869565217391304,-0.0396825396825398,-0.00826446280991733,"-0-5%","LIVE CODE"
"Manufacturing","3257",NA,2.19,1.78,1.57,1.46,1.38,-0.187214611872146,-0.117977528089888,-0.070063694267516,-0.0547945205479452,"-10-20%","LIVE CODE"
"Manufacturing","3270",NA,1.57,1.44,1.41,1.34,1.18,-0.0828025477707007,-0.0208333333333334,-0.0496453900709218,-0.119402985074627,"-10-20%","LIVE CODE"
"Manufacturing","3300",NA,2.25,2.03,1.86,1.9,2.05,-0.0977777777777779,-0.0837438423645319,0.021505376344086,0.0789473684210527,"5-10%","LIVE CODE"
"Manufacturing","3303",NA,2.03,1.58,1.3,1.14,1.06,-0.22167487684729,-0.177215189873418,-0.123076923076923,-0.0701754385964911,"-10-20%","LIVE CODE"
"Manufacturing","3307",NA,2.5,2.15,1.82,1.61,1.46,-0.14,-0.153488372093023,-0.115384615384615,-0.0931677018633541,"-10-20%","LIVE CODE"
"Manufacturing","3315",NA,2.73,2.14,1.93,1.74,1.58,-0.216117216117216,-0.0981308411214954,-0.0984455958549223,-0.0919540229885057,"-10-20%","LIVE CODE"
"Manufacturing","3334",NA,2.13,1.77,1.63,1.64,1.67,-0.169014084507042,-0.0790960451977402,0.00613496932515334,0.0182926829268293,"0-5%","LIVE CODE"
"Manufacturing","3336",NA,1.68,1.5,1.3,1.21,1.11,-0.107142857142857,-0.133333333333333,-0.0692307692307693,-0.0826446280991735,"-10-20%","LIVE CODE"
"Manufacturing","3372",NA,2.17,1.96,1.73,1.6,1.5,-0.0967741935483871,-0.11734693877551,-0.0751445086705201,-0.0625,"-10-20%","LIVE CODE"
"Manufacturing","3373",NA,2.66,2.24,1.99,1.85,1.77,-0.157894736842105,-0.111607142857143,-0.0703517587939698,-0.0432432432432432,"-0-5%","LIVE CODE"
"Manufacturing","3383",NA,0.9,0.81,0.77,0.75,0.7,-0.1,-0.0493827160493827,-0.025974025974026,-0.0666666666666668,"-10-20%","LIVE CODE"
"Manufacturing","3385",NA,0.55,0.45,0.42,0.45,0.46,-0.181818181818182,-0.0666666666666668,0.0714285714285714,0.0222222222222221,"0-5%","LIVE CODE"
"Manufacturing","3400",NA,2.07,1.79,1.67,1.59,1.49,-0.135265700483092,-0.0670391061452514,-0.0479041916167664,-0.0628930817610064,"-10-20%","LIVE CODE"
"Manufacturing","3507",NA,1.39,1.3,1.22,1.12,1.04,-0.0647482014388489,-0.0615384615384615,-0.081967213114754,-0.0714285714285715,"-10-20%","LIVE CODE"
"Manufacturing","3515",NA,1.51,1.23,1.15,1.06,0.96,-0.185430463576159,-0.0650406504065041,-0.0782608695652173,-0.0943396226415095,"-10-20%","LIVE CODE"
"Manufacturing","3548",NA,0.88,0.7,0.61,0.6,0.66,-0.204545454545455,-0.128571428571429,-0.0163934426229508,0.1,"10-20%","LIVE CODE"
"Manufacturing","3559",NA,1.38,1.21,1.22,1.18,1.15,-0.123188405797101,0.00826446280991733,-0.0327868852459017,-0.0254237288135594,"-0-5%","LIVE CODE"
"Manufacturing","3574",NA,0.5,0.52,0.5,0.47,0.55,0.04,-0.0384615384615385,-0.0600000000000001,0.170212765957447,"10-20%","LIVE CODE"
"Manufacturing","3581",NA,0.62,0.58,0.63,0.66,0.63,-0.0645161290322581,0.0862068965517242,0.0476190476190477,-0.0454545454545455,"-0-5%","LIVE CODE"
"Manufacturing","3612",NA,1.13,0.95,0.87,0.86,0.85,-0.15929203539823,-0.0842105263157894,-0.0114942528735632,-0.0116279069767442,"-0-5%","LIVE CODE"
"Manufacturing","3620",NA,3.17,2.37,1.99,1.91,1.71,-0.252365930599369,-0.160337552742616,-0.0402010050251257,-0.104712041884817,"-10-20%","LIVE CODE"
"Manufacturing","3629",NA,1.21,0.98,0.82,0.76,0.74,-0.190082644628099,-0.163265306122449,-0.073170731707317,-0.0263157894736842,"-0-5%","LIVE CODE"
"Manufacturing","3632",NA,1.91,1.57,1.32,1.27,1.1,-0.178010471204188,-0.159235668789809,-0.037878787878788,-0.133858267716535,"-10-20%","LIVE CODE"
"Manufacturing","3634",NA,1.05,0.92,0.81,0.76,0.69,-0.123809523809524,-0.119565217391304,-0.0617283950617284,-0.0921052631578948,"-10-20%","LIVE CODE"
"Manufacturing","3635",NA,1.64,1.34,1.2,0.98,0.83,-0.182926829268293,-0.104477611940299,-0.183333333333333,-0.153061224489796,"-10-20%","LIVE CODE"
"Manufacturing","3638",NA,1,0.91,0.91,0.9,0.88,-0.09,0,-0.0109890109890109,-0.0222222222222223,"-0-5%","LIVE CODE"
"Manufacturing","3642",NA,0.91,0.78,0.68,0.64,0.71,-0.142857142857143,-0.128205128205128,-0.0588235294117647,0.109375,"10-20%","LIVE CODE"
"Manufacturing","3643",NA,1.01,0.91,0.86,0.85,0.84,-0.099009900990099,-0.054945054945055,-0.0116279069767442,-0.0117647058823529,"-0-5%","LIVE CODE"
"Manufacturing","3647",NA,1.18,1.16,1.14,1.2,1.2,-0.0169491525423729,-0.0172413793103449,0.0526315789473684,0,"NO CHANGE","LIVE CODE"
"Manufacturing","3648",NA,0.8,0.74,0.74,0.72,0.7,-0.0750000000000001,0,-0.0270270270270271,-0.0277777777777778,"-0-5%","LIVE CODE"
"Manufacturing","3681",NA,0.55,0.48,0.42,0.4,0.4,-0.127272727272727,-0.125,-0.0476190476190476,0,"NO CHANGE","LIVE CODE"
"Manufacturing","3685",NA,0.76,0.66,0.59,0.52,0.5,-0.131578947368421,-0.106060606060606,-0.11864406779661,-0.0384615384615385,"-0-5%","LIVE CODE"
"Manufacturing","3803",NA,1.17,1.03,1.1,1.11,1.16,-0.11965811965812,0.0679611650485437,0.00909090909090904,0.0450450450450448,"0-5%","LIVE CODE"
"Manufacturing","3807",NA,1.35,1.19,1.14,1.11,1.03,-0.118518518518519,-0.0420168067226891,-0.0263157894736841,-0.0720720720720721,"-10-20%","LIVE CODE"
"Manufacturing","3808",NA,3.16,2.8,2.55,2.47,2.34,-0.113924050632911,-0.0892857142857143,-0.0313725490196077,-0.0526315789473686,"-10-20%","LIVE CODE"
"Manufacturing","3822","X",2.03,1.75,1.69,1.65,1.77,-0.137931034482759,-0.0342857142857144,-0.0236686390532544,0.0727272727272728,"5-10%","LIVE CODE"
"Manufacturing","3824","X",2.42,2.21,2.03,2.05,1.99,-0.0867768595041322,-0.081447963800905,0.00985221674876846,-0.0292682926829267,"-0-5%","LIVE CODE"
"Manufacturing","3826",NA,0.5,0.49,0.44,0.4,0.37,-0.02,-0.102040816326531,-0.0909090909090908,-0.0750000000000001,"-10-20%","LIVE CODE"
"Manufacturing","3827",NA,1.05,1.01,0.97,0.91,0.84,-0.0380952380952382,-0.0396039603960396,-0.0618556701030927,-0.076923076923077,"-10-20%","LIVE CODE"
"Manufacturing","3830",NA,0.78,0.71,0.68,0.66,0.68,-0.0897435897435899,-0.0422535211267604,-0.0294117647058824,0.0303030303030303,"0-5%","LIVE CODE"
"Manufacturing","3851",NA,1.82,1.46,1.24,1.1,1,-0.197802197802198,-0.150684931506849,-0.112903225806452,-0.0909090909090909,"-10-20%","LIVE CODE"
"Manufacturing","3865",NA,1.49,1.2,1.04,1.15,1.28,-0.194630872483222,-0.133333333333333,0.105769230769231,0.11304347826087,"10-20%","LIVE CODE"
"Manufacturing","3881",NA,2.64,2.08,1.93,1.77,1.64,-0.212121212121212,-0.0721153846153847,-0.082901554404145,-0.0734463276836159,"-10-20%","LIVE CODE"
"Manufacturing","4021",NA,3.63,2.99,2.5,2.33,2,-0.176308539944903,-0.163879598662207,-0.0679999999999999,-0.141630901287554,"-10-20%","LIVE CODE"
"Manufacturing","4024","D",1.71,1.58,1.7,1.93,1.92,-0.0760233918128654,0.0759493670886076,0.135294117647059,-0.00518134715025909,"-0-5%","LIVE CODE"
"Manufacturing","4034",NA,3.84,3.47,3.21,3.14,2.94,-0.0963541666666666,-0.07492795389049,-0.0218068535825545,-0.0636942675159237,"-10-20%","LIVE CODE"
"Manufacturing","4036",NA,2.12,1.63,1.45,1.28,1.17,-0.231132075471698,-0.110429447852761,-0.117241379310345,-0.0859375000000001,"-10-20%","LIVE CODE"
"Manufacturing","4038",NA,1.98,1.56,1.4,1.33,1.27,-0.212121212121212,-0.102564102564103,-0.0499999999999999,-0.0451127819548872,"-0-5%","LIVE CODE"
"Manufacturing","4053","X",1.69,NA,NA,NA,NA,NA,NA,NA,NA,"ERROR","ANCIENT CODE"
"Manufacturing","4061","X",1.63,NA,NA,NA,NA,NA,NA,NA,NA,"ERROR","ANCIENT CODE"
"Manufacturing","4062",NA,1.89,1.62,1.54,1.47,1.35,-0.142857142857143,-0.0493827160493827,-0.0454545454545455,-0.0816326530612244,"-10-20%","LIVE CODE"
"Manufacturing","4101",NA,1.97,1.71,1.48,1.32,1.2,-0.131979695431472,-0.134502923976608,-0.108108108108108,-0.0909090909090909,"-10-20%","LIVE CODE"
"Manufacturing","4109",NA,0.31,0.27,0.25,0.24,0.23,-0.129032258064516,-0.0740740740740742,-0.04,-0.0416666666666666,"-0-5%","LIVE CODE"
"Manufacturing","4110",NA,0.54,0.46,0.47,0.46,0.43,-0.148148148148148,0.0217391304347825,-0.0212765957446808,-0.0652173913043479,"-10-20%","LIVE CODE"
"Manufacturing","4111",NA,0.79,0.71,0.78,0.82,0.83,-0.10126582278481,0.0985915492957747,0.0512820512820511,0.0121951219512195,"0-5%","LIVE CODE"
"Manufacturing","4114",NA,2.19,1.81,1.75,1.69,1.56,-0.17351598173516,-0.0331491712707183,-0.0342857142857144,-0.0769230769230769,"-10-20%","LIVE CODE"
"Manufacturing","4130",NA,2.37,2.02,1.8,1.66,1.54,-0.147679324894515,-0.108910891089109,-0.0777777777777778,-0.0722891566265059,"-10-20%","LIVE CODE"
"Manufacturing","4131",NA,3.69,3.5,3.58,3.67,3.51,-0.051490514905149,0.0228571428571429,0.0251396648044693,-0.0435967302452317,"-0-5%","LIVE CODE"
"Manufacturing","4133",NA,1.13,1.07,0.94,0.97,1,-0.0530973451327432,-0.121495327102804,0.0319148936170213,0.0309278350515465,"0-5%","LIVE CODE"
"Manufacturing","4149",NA,0.54,0.45,0.43,0.4,0.36,-0.166666666666667,-0.0444444444444445,-0.069767441860465,-0.1,"-10-20%","LIVE CODE"
"Manufacturing","4206",NA,1.58,1.35,1.24,1.25,1.27,-0.145569620253165,-0.0814814814814816,0.00806451612903225,0.016,"0-5%","LIVE CODE"
"Manufacturing","4207",NA,1.56,1.38,1.26,1.18,1.11,-0.115384615384616,-0.0869565217391304,-0.0634920634920636,-0.0593220338983049,"-10-20%","LIVE CODE"
"Manufacturing","4239",NA,1.58,1.29,1.18,1.15,1.19,-0.183544303797468,-0.0852713178294574,-0.0254237288135594,0.0347826086956522,"0-5%","LIVE CODE"
"Manufacturing","4240",NA,1.99,1.9,1.84,1.72,1.56,-0.0452261306532664,-0.0315789473684209,-0.0652173913043479,-0.0930232558139534,"-10-20%","LIVE CODE"
"Manufacturing","4243",NA,1.21,1.07,1.01,0.94,0.87,-0.115702479338843,-0.0560747663551402,-0.0693069306930694,-0.0744680851063829,"-10-20%","LIVE CODE"
"Manufacturing","4244",NA,1.31,1.25,1.14,1.12,1.08,-0.0458015267175573,-0.0880000000000001,-0.0175438596491226,-0.0357142857142857,"-0-5%","LIVE CODE"
"Manufacturing","4250",NA,1.39,1.07,0.92,0.87,0.86,-0.230215827338129,-0.14018691588785,-0.0543478260869565,-0.0114942528735632,"-0-5%","LIVE CODE"
"Manufacturing","4251",NA,1.53,1.39,1.29,1.28,1.4,-0.0915032679738563,-0.0719424460431654,-0.00775193798449614,0.09375,"5-10%","LIVE CODE"
"Manufacturing","4263",NA,2.05,1.55,1.38,1.28,1.4,-0.24390243902439,-0.109677419354839,-0.0724637681159419,0.09375,"5-10%","LIVE CODE"
"Manufacturing","4273",NA,1.85,1.57,1.49,1.39,1.31,-0.151351351351351,-0.0509554140127388,-0.0671140939597316,-0.0575539568345322,"-10-20%","LIVE CODE"
"Manufacturing","4279",NA,1.51,1.41,1.3,1.2,1.21,-0.0662251655629139,-0.078014184397163,-0.076923076923077,0.0083333333333333,"0-5%","LIVE CODE"
"Manufacturing","4283",NA,0.92,0.9,0.86,0.82,0.84,-0.0217391304347826,-0.0444444444444445,-0.0465116279069768,0.024390243902439,"0-5%","LIVE CODE"
"Manufacturing","4299",NA,1.09,0.98,0.92,0.87,0.86,-0.100917431192661,-0.0612244897959183,-0.0543478260869565,-0.0114942528735632,"-0-5%","LIVE CODE"
"Manufacturing","4304",NA,3.11,2.49,2.32,2.24,2.13,-0.19935691318328,-0.0682730923694781,-0.0344827586206895,-0.049107142857143,"-0-5%","LIVE CODE"
"Manufacturing","4307",NA,1.16,1.06,0.97,0.89,0.81,-0.086206896551724,-0.0849056603773586,-0.0824742268041236,-0.0898876404494382,"-10-20%","LIVE CODE"
"Manufacturing","4351",NA,0.96,0.88,0.82,0.83,0.86,-0.0833333333333333,-0.0681818181818182,0.0121951219512195,0.036144578313253,"0-5%","LIVE CODE"
"Manufacturing","4352",NA,0.99,0.83,0.81,0.78,0.76,-0.161616161616162,-0.0240963855421685,-0.0370370370370371,-0.0256410256410257,"-0-5%","LIVE CODE"
"Manufacturing","4360",NA,1.02,0.82,NA,NA,NA,-0.196078431372549,NA,NA,NA,"ERROR","ANCIENT CODE"
"Manufacturing","4410",NA,2.27,1.85,1.66,1.54,1.53,-0.185022026431718,-0.102702702702703,-0.0722891566265059,-0.00649350649350655,"-0-5%","LIVE CODE"
"Manufacturing","4420",NA,4.94,3.84,3.16,2.65,2.16,-0.222672064777328,-0.177083333333333,-0.161392405063291,-0.184905660377358,"-10-20%","LIVE CODE"
"Manufacturing","4431",NA,0.99,0.8,0.74,0.74,0.72,-0.191919191919192,-0.0750000000000001,0,-0.0270270270270271,"-0-5%","LIVE CODE"
"Manufacturing","4432",NA,0.69,0.57,0.5,0.47,0.46,-0.173913043478261,-0.12280701754386,-0.0600000000000001,-0.0212765957446808,"-0-5%","LIVE CODE"
"Manufacturing","4452",NA,1.65,1.38,1.24,1.14,1.14,-0.163636363636364,-0.101449275362319,-0.0806451612903226,0,"NO CHANGE","LIVE CODE"
"Manufacturing","4459",NA,1.74,1.57,1.37,1.34,1.31,-0.0977011494252873,-0.127388535031847,-0.0218978102189781,-0.0223880597014926,"-0-5%","LIVE CODE"
"Manufacturing","4470",NA,1.38,1.25,1.12,1.08,1.09,-0.0942028985507246,-0.104,-0.0357142857142857,0.0092592592592593,"0-5%","LIVE CODE"
"Manufacturing","4484",NA,1.62,1.46,1.3,1.23,1.26,-0.0987654320987655,-0.10958904109589,-0.0538461538461539,0.024390243902439,"0-5%","LIVE CODE"
"Manufacturing","4493",NA,1.58,1.37,1.26,1.23,1.2,-0.132911392405063,-0.0802919708029197,-0.0238095238095238,-0.024390243902439,"-0-5%","LIVE CODE"
"Manufacturing","4557",NA,1.49,1.25,1.19,1.11,1.15,-0.161073825503356,-0.048,-0.0672268907563024,0.0360360360360359,"0-5%","LIVE CODE"
"Manufacturing","4558",NA,0.89,0.84,0.88,0.92,0.92,-0.0561797752808989,0.0476190476190477,0.0454545454545454,0,"NO CHANGE","LIVE CODE"
"Manufacturing","4568",NA,1.42,1.16,1.03,0.94,0.93,-0.183098591549296,-0.112068965517241,-0.0873786407766991,-0.0106382978723403,"-0-5%","LIVE CODE"
"Manufacturing","4581",NA,0.52,0.51,0.51,0.52,0.51,-0.0192307692307693,0,0.0196078431372548,-0.0192307692307693,"-0-5%","LIVE CODE"
"Manufacturing","4583",NA,3.62,2.97,2.61,2.48,2.45,-0.179558011049724,-0.121212121212121,-0.0498084291187739,-0.0120967741935483,"-0-5%","LIVE CODE"
"Manufacturing","4611",NA,0.42,0.4,0.4,0.41,0.45,-0.0476190476190476,0,0.0249999999999999,0.0975609756097562,"5-10%","LIVE CODE"
"Manufacturing","4635",NA,1.92,1.74,1.71,1.72,1.73,-0.09375,-0.0172413793103449,0.00584795321637421,0.0058139534883721,"0-5%","LIVE CODE"
"Manufacturing","4653",NA,1.22,1.02,0.95,0.96,1.02,-0.163934426229508,-0.0686274509803922,0.0105263157894737,0.0625,"5-10%","LIVE CODE"
