"industry","class_code_fct","special_class","yr_2018","yr_2019","yr_2020","yr_2021","yr_2022","delta_18_19","delta_19_20","delta_20_21","delta_21_22","type_21_22","class_code_type"
"Manufacturing","4665",NA,4.07,3.56,3.4,3.35,3.09,-0.125307125307125,-0.0449438202247191,-0.0147058823529411,-0.0776119402985075,"-10-20%","LIVE CODE"
"Manufacturing","4670",NA,4.51,3.7,NA,NA,NA,-0.17960088691796,NA,NA,NA,"ERROR","ANCIENT CODE"
"Manufacturing","4683",NA,2.44,1.99,1.78,1.7,1.52,-0.184426229508197,-0.105527638190955,-0.0449438202247191,-0.105882352941176,"-10-20%","LIVE CODE"
"Manufacturing","4686",NA,1.25,1.1,1.06,0.94,0.88,-0.12,-0.0363636363636364,-0.113207547169811,-0.0638297872340425,"-10-20%","LIVE CODE"
"Manufacturing","4692",NA,0.48,0.42,0.39,0.37,0.36,-0.125,-0.0714285714285714,-0.0512820512820513,-0.0270270270270271,"-0-5%","LIVE CODE"
"Manufacturing","4693",NA,0.7,0.57,0.51,0.46,0.45,-0.185714285714286,-0.105263157894737,-0.0980392156862745,-0.0217391304347826,"-0-5%","LIVE CODE"
"Manufacturing","4703",NA,1.14,0.91,0.81,0.76,0.7,-0.201754385964912,-0.10989010989011,-0.0617283950617284,-0.0789473684210527,"-10-20%","LIVE CODE"
"Manufacturing","4717",NA,1.35,1.14,1.05,1.03,0.97,-0.155555555555556,-0.0789473684210525,-0.0190476190476191,-0.0582524271844661,"-10-20%","LIVE CODE"
"Manufacturing","4720",NA,1.04,0.97,0.94,0.87,0.83,-0.0673076923076924,-0.0309278350515464,-0.0744680851063829,-0.0459770114942529,"-0-5%","LIVE CODE"
"Manufacturing","4740",NA,1.96,1.26,0.94,0.67,0.58,-0.357142857142857,-0.253968253968254,-0.287234042553191,-0.134328358208955,"-10-20%","LIVE CODE"
"Manufacturing","4741",NA,1.84,1.51,1.39,1.28,1.35,-0.179347826086957,-0.0794701986754968,-0.079136690647482,0.0546875,"5-10%","LIVE CODE"
"Manufacturing","4751",NA,1.27,1.03,0.97,1.09,1.31,-0.188976377952756,-0.0582524271844661,0.123711340206186,0.201834862385321,"+20%","LIVE CODE"
"Manufacturing","4771","N",1.52,1.41,1.3,1.23,1.17,-0.0723684210526316,-0.078014184397163,-0.0538461538461539,-0.0487804878048781,"-0-5%","LIVE CODE"
"Manufacturing","4777",NA,2.2,1.88,1.65,1.52,1.44,-0.145454545454546,-0.122340425531915,-0.0787878787878787,-0.0526315789473685,"-10-20%","LIVE CODE"
"Manufacturing","4825",NA,0.69,0.56,0.5,0.44,0.4,-0.188405797101449,-0.107142857142857,-0.12,-0.0909090909090908,"-10-20%","LIVE CODE"
"Manufacturing","4828",NA,1.21,1.07,0.97,0.97,0.95,-0.115702479338843,-0.0934579439252338,0,-0.020618556701031,"-0-5%","LIVE CODE"
"Manufacturing","4829",NA,0.86,0.72,0.68,0.69,0.71,-0.162790697674419,-0.0555555555555555,0.0147058823529411,0.0289855072463769,"0-5%","LIVE CODE"
"Manufacturing","4902",NA,2.05,1.58,1.26,1.14,1.08,-0.229268292682927,-0.20253164556962,-0.0952380952380953,-0.0526315789473683,"-10-20%","LIVE CODE"
"Manufacturing","4923",NA,0.56,0.49,0.48,0.46,0.44,-0.125,-0.0204081632653061,-0.0416666666666666,-0.0434782608695653,"-0-5%","LIVE CODE"
"Manufacturing","5951",NA,0.23,0.19,0.18,0.2,0.21,-0.173913043478261,-0.0526315789473685,0.111111111111111,0.0499999999999998,"0-5%","LIVE CODE"
"Manufacturing","6503",NA,1.3,1.18,1.13,1.2,1.23,-0.0923076923076924,-0.0423728813559322,0.0619469026548674,0.0250000000000001,"0-5%","LIVE CODE"
"Manufacturing","6504",NA,1.87,1.6,1.52,1.59,1.57,-0.144385026737968,-0.05,0.0460526315789473,-0.0125786163522013,"-0-5%","LIVE CODE"
"Manufacturing","8203",NA,4.45,3.64,3.33,3.23,3.4,-0.182022471910112,-0.0851648351648352,-0.03003003003003,0.0526315789473684,"5-10%","LIVE CODE"
"Manufacturing","9501",NA,2.38,1.93,1.69,1.62,1.53,-0.189075630252101,-0.124352331606218,-0.0414201183431951,-0.0555555555555556,"-10-20%","LIVE CODE"
"Manufacturing","9505",NA,3.9,3.44,3.1,2.61,2.17,-0.117948717948718,-0.0988372093023255,-0.158064516129032,-0.168582375478927,"-10-20%","LIVE CODE"
"Manufacturing","9521",NA,3.29,2.38,2,1.91,1.77,-0.276595744680851,-0.159663865546218,-0.045,-0.0732984293193717,"-10-20%","LIVE CODE"
"Manufacturing","9522",NA,1.2,1.04,0.89,0.9,0.92,-0.133333333333333,-0.144230769230769,0.0112359550561798,0.0222222222222221,"0-5%","LIVE CODE"
"Manufacturing","9600",NA,1.49,1.31,1.25,1.22,1.17,-0.120805369127517,-0.0458015267175573,-0.024,-0.0409836065573771,"-0-5%","LIVE CODE"
"Miscellaneous","0106",NA,11.37,9.35,9.27,8.91,7.72,-0.177660510114336,-0.00855614973262031,-0.0388349514563107,-0.133557800224467,"-10-20%","LIVE CODE"
"Miscellaneous","0251",NA,2.61,2.38,2.22,2.25,2.15,-0.0881226053639846,-0.0672268907563024,0.0135135135135134,-0.0444444444444445,"-0-5%","LIVE CODE"
"Miscellaneous","1005",NA,4.31,4.25,4.31,4.6,4.23,-0.013921113689095,0.0141176470588233,0.0672853828306266,-0.0804347826086955,"-10-20%","LIVE CODE"
"Miscellaneous","1164",NA,3.88,3.16,2.56,2.27,1.96,-0.185567010309278,-0.189873417721519,-0.11328125,-0.136563876651982,"-10-20%","LIVE CODE"
"Miscellaneous","1165","XD",1.85,1.78,1.68,1.68,1.56,-0.0378378378378379,-0.0561797752808989,0,-0.0714285714285714,"-10-20%","LIVE CODE"
"Miscellaneous","1320",NA,1.44,1.24,1.11,1.1,1.03,-0.138888888888889,-0.104838709677419,-0.00900900900900903,-0.0636363636363637,"-10-20%","LIVE CODE"
"Miscellaneous","1624","D",2.46,2.24,2.05,2,1.8,-0.089430894308943,-0.0848214285714287,-0.0243902439024389,-0.1,"-10-20%","LIVE CODE"
"Miscellaneous","1654",NA,10.37,8.13,6.74,6.02,4.98,-0.216007714561234,-0.170971709717097,-0.106824925816024,-0.172757475083056,"-10-20%","LIVE CODE"
"Miscellaneous","1710",NA,4.88,3.97,3.51,3.18,2.88,-0.186475409836065,-0.115869017632242,-0.0940170940170939,-0.0943396226415095,"-10-20%","LIVE CODE"
"Miscellaneous","2702",NA,13.68,11.92,11.05,11.93,11.89,-0.128654970760234,-0.0729865771812079,0.0796380090497737,-0.00335289186923715,"-0-5%","LIVE CODE"
"Miscellaneous","2705","X*",47.48,40.5,36,34.59,31.46,-0.147009267059815,-0.111111111111111,-0.0391666666666666,-0.0904885805145996,"-10-20%","LIVE CODE"
"Miscellaneous","2709",NA,6.24,5.37,4.73,4.59,4.16,-0.139423076923077,-0.119180633147114,-0.0295983086680762,-0.0936819172113289,"-10-20%","LIVE CODE"
"Miscellaneous","2727","X",6.46,5.71,5.51,5.53,5.17,-0.11609907120743,-0.0350262697022767,0.00362976406533577,-0.0650994575045208,"-10-20%","LIVE CODE"
"Miscellaneous","4000",NA,2.86,2.79,2.43,2.53,2.49,-0.0244755244755244,-0.129032258064516,0.0411522633744854,-0.0158102766798417,"-0-5%","LIVE CODE"
"Miscellaneous","6702","M*",3.04,2.89,2.73,2.56,2.5,-0.0493421052631579,-0.055363321799308,-0.0622710622710623,-0.0234375,"-0-5%","LIVE CODE"
"Miscellaneous","6703","M*",5.79,5.4,4.46,4.06,4.01,-0.0673575129533678,-0.174074074074074,-0.0896860986547086,-0.0123152709359605,"-0-5%","LIVE CODE"
"Miscellaneous","6704","M*",3.38,3.21,3.04,2.85,2.78,-0.0502958579881657,-0.0529595015576324,-0.0625,-0.024561403508772,"-0-5%","LIVE CODE"
"Miscellaneous","6811",NA,4.13,3.22,2.77,2.89,3.08,-0.220338983050847,-0.139751552795031,0.0433212996389891,0.0657439446366781,"5-10%","LIVE CODE"
"Miscellaneous","6834",NA,2.16,1.99,1.84,1.76,1.6,-0.0787037037037037,-0.0753768844221105,-0.0434782608695653,-0.0909090909090908,"-10-20%","LIVE CODE"
"Miscellaneous","6836",NA,2.69,2.37,2.37,2.33,2.1,-0.118959107806691,0,-0.0168776371308017,-0.0987124463519313,"-10-20%","LIVE CODE"
"Miscellaneous","6854",NA,3.71,3.46,3.17,3.05,2.76,-0.0673854447439353,-0.0838150289017341,-0.0378548895899053,-0.0950819672131148,"-10-20%","LIVE CODE"
"Miscellaneous","6882",NA,2.73,2.35,2.06,1.96,1.8,-0.139194139194139,-0.123404255319149,-0.0485436893203884,-0.0816326530612245,"-10-20%","LIVE CODE"
"Miscellaneous","6884",NA,3.37,2.75,2.37,2.19,1.96,-0.183976261127596,-0.138181818181818,-0.0759493670886077,-0.105022831050228,"-10-20%","LIVE CODE"
"Miscellaneous","7016","M",2.71,2.41,2.64,2.68,2.42,-0.11070110701107,0.0954356846473028,0.0151515151515151,-0.0970149253731344,"-10-20%","LIVE CODE"
"Miscellaneous","7024","M",3.01,2.68,2.93,2.98,2.69,-0.109634551495016,0.0932835820895523,0.0170648464163823,-0.0973154362416108,"-10-20%","LIVE CODE"
"Miscellaneous","7038","M",3.72,3.32,3.01,2.74,2.54,-0.10752688172043,-0.0933734939759037,-0.0897009966777407,-0.072992700729927,"-10-20%","LIVE CODE"
"Miscellaneous","7046","M",4.82,4.08,3.72,3.65,3.38,-0.153526970954357,-0.0882352941176471,-0.0188172043010754,-0.0739726027397261,"-10-20%","LIVE CODE"
"Miscellaneous","7047","M",5.16,4.5,4.3,4.25,3.88,-0.127906976744186,-0.0444444444444445,-0.0116279069767441,-0.0870588235294117,"-10-20%","LIVE CODE"
"Miscellaneous","7050","M",7.08,6.2,4.91,4.34,4.06,-0.124293785310734,-0.208064516129032,-0.116089613034623,-0.0645161290322581,"-10-20%","LIVE CODE"
"Miscellaneous","7090","M",4.13,3.69,3.34,3.04,2.82,-0.106537530266344,-0.0948509485094852,-0.0898203592814371,-0.0723684210526316,"-10-20%","LIVE CODE"
"Miscellaneous","7098","M",5.36,4.53,4.13,4.05,3.76,-0.154850746268657,-0.088300220750552,-0.0193704600484261,-0.071604938271605,"-10-20%","LIVE CODE"
"Miscellaneous","7099","M",9.19,7.61,6.07,5.78,5.42,-0.171926006528836,-0.202365308804205,-0.0477759472817133,-0.0622837370242215,"-10-20%","LIVE CODE"
"Miscellaneous","7133",NA,2.57,2.22,2.3,2.58,2.35,-0.136186770428015,0.0360360360360359,0.121739130434783,-0.0891472868217054,"-10-20%","LIVE CODE"
"Miscellaneous","7151","M",3.12,2.7,2.79,3.13,2.86,-0.134615384615385,0.0333333333333332,0.121863799283154,-0.0862619808306709,"-10-20%","LIVE CODE"
"Miscellaneous","7152","M",5.95,5.03,4.56,4.97,4.57,-0.154621848739496,-0.0934393638170975,0.0899122807017545,-0.0804828973843057,"-10-20%","LIVE CODE"
"Miscellaneous","7153","M",3.47,3,3.11,3.48,3.17,-0.135446685878963,0.0366666666666666,0.118971061093248,-0.0890804597701149,"-10-20%","LIVE CODE"
"Miscellaneous","7219",NA,6.38,5.48,5.06,4.98,4.65,-0.141065830721003,-0.0766423357664235,-0.0158102766798417,-0.0662650602409639,"-10-20%","LIVE CODE"
"Miscellaneous","7222","X",5.34,4.76,4.52,4.63,4.66,-0.108614232209738,-0.0504201680672269,0.0243362831858407,0.00647948164146883,"0-5%","LIVE CODE"
"Miscellaneous","7225",NA,5.44,4.64,4.22,4.14,4.61,-0.147058823529412,-0.0905172413793104,-0.018957345971564,0.113526570048309,"10-20%","LIVE CODE"
"Miscellaneous","7230","X",7.7,6.76,5.79,5.78,4.92,-0.122077922077922,-0.143491124260355,-0.00172711571675299,-0.14878892733564,"-10-20%","LIVE CODE"
"Miscellaneous","7231",NA,5.84,5.53,5.19,5.11,4.92,-0.0530821917808219,-0.0614828209764918,-0.0154142581888247,-0.0371819960861057,"-0-5%","LIVE CODE"
"Miscellaneous","7232","X",7.03,6.34,6.13,6.72,6.76,-0.0981507823613087,-0.0331230283911672,0.0962479608482871,0.00595238095238093,"0-5%","LIVE CODE"
"Miscellaneous","7333","M",2.3,2.04,1.79,1.79,1.8,-0.113043478260869,-0.122549019607843,0,0.005586592178771,"0-5%","LIVE CODE"
"Miscellaneous","7335","M",2.56,2.27,1.99,1.99,2,-0.11328125,-0.123348017621145,0,0.00502512562814061,"0-5%","LIVE CODE"
"Miscellaneous","7337","M",4.39,3.81,2.92,2.84,2.88,-0.132118451025057,-0.233595800524934,-0.0273972602739726,0.0140845070422535,"0-5%","LIVE CODE"
"Miscellaneous","7360",NA,3.43,2.83,2.4,2.34,2.18,-0.174927113702624,-0.151943462897527,-0.025,-0.0683760683760682,"-10-20%","LIVE CODE"
"Miscellaneous","7370",NA,3.69,3.02,2.53,2.54,2.47,-0.181571815718157,-0.162251655629139,0.00395256916996067,-0.0275590551181102,"-0-5%","LIVE CODE"
"Miscellaneous","7380",NA,3.71,3.23,3.15,3.13,3.09,-0.129380053908356,-0.0247678018575852,-0.00634920634920633,-0.012779552715655,"-0-5%","LIVE CODE"
"Miscellaneous","7382",NA,3.54,2.94,2.72,2.52,2.42,-0.169491525423729,-0.0748299319727891,-0.073529411764706,-0.0396825396825398,"-0-5%","LIVE CODE"
"Miscellaneous","7394","M",2.29,2.05,1.96,2,1.84,-0.104803493449782,-0.0439024390243902,0.0204081632653061,-0.08,"-10-20%","LIVE CODE"
"Miscellaneous","7395","M",2.54,2.28,2.18,2.22,2.04,-0.102362204724409,-0.0438596491228068,0.0183486238532111,-0.0810810810810811,"-10-20%","LIVE CODE"
"Miscellaneous","7398","M",4.35,3.83,3.2,3.17,2.94,-0.119540229885057,-0.164490861618799,-0.00937500000000002,-0.0725552050473186,"-10-20%","LIVE CODE"
"Miscellaneous","7403",NA,3.54,3.43,2.86,2.93,2.48,-0.0310734463276836,-0.166180758017493,0.0244755244755246,-0.15358361774744,"-10-20%","LIVE CODE"
"Miscellaneous","7405","N",1.91,1.46,1.26,1.17,0.99,-0.235602094240838,-0.136986301369863,-0.0714285714285715,-0.153846153846154,"-10-20%","LIVE CODE"
"Miscellaneous","7420",NA,6.43,5.28,4.86,4.6,4.08,-0.178849144634526,-0.0795454545454545,-0.0534979423868314,-0.113043478260869,"-10-20%","LIVE CODE"
"Miscellaneous","7421",NA,0.5,0.44,0.41,0.44,0.45,-0.12,-0.0681818181818182,0.0731707317073171,0.0227272727272727,"0-5%","LIVE CODE"
"Miscellaneous","7422",NA,1.25,1.02,0.91,0.85,0.76,-0.184,-0.107843137254902,-0.065934065934066,-0.105882352941176,"-10-20%","LIVE CODE"
"Miscellaneous","7425",NA,1.7,1.35,1.22,1.18,1.15,-0.205882352941176,-0.0962962962962963,-0.0327868852459017,-0.0254237288135594,"-0-5%","LIVE CODE"
"Miscellaneous","7431","N",0.84,0.7,0.68,0.71,0.68,-0.166666666666667,-0.0285714285714285,0.0441176470588234,-0.0422535211267604,"-0-5%","LIVE CODE"
"Miscellaneous","7445","N",0.64,0.49,0.42,0.39,0.33,-0.234375,-0.142857142857143,-0.0714285714285714,-0.153846153846154,"-10-20%","LIVE CODE"
"Miscellaneous","7453","N",0.28,0.23,0.23,0.24,0.23,-0.178571428571429,0,0.0434782608695652,-0.0416666666666666,"-0-5%","LIVE CODE"
"Miscellaneous","7502",NA,1.79,1.43,1.2,1.17,1.05,-0.201117318435754,-0.160839160839161,-0.025,-0.102564102564102,"-10-20%","LIVE CODE"
"Miscellaneous","7515",NA,0.73,0.69,0.61,0.59,0.53,-0.0547945205479452,-0.115942028985507,-0.0327868852459017,-0.101694915254237,"-10-20%","LIVE CODE"
"Miscellaneous","7520",NA,2.22,2.02,1.77,1.61,1.49,-0.0900900900900902,-0.123762376237624,-0.0903954802259886,-0.0745341614906833,"-10-20%","LIVE CODE"
"Miscellaneous","7539",NA,1.25,1.07,1,1,0.93,-0.144,-0.0654205607476636,0,-0.07,"-10-20%","LIVE CODE"
"Miscellaneous","7540",NA,3.51,2.71,2.45,2.39,2.07,-0.227920227920228,-0.095940959409594,-0.0244897959183674,-0.133891213389121,"-10-20%","LIVE CODE"
"Miscellaneous","7580",NA,2.29,1.94,1.69,1.7,1.65,-0.152838427947598,-0.128865979381443,0.00591715976331364,-0.0294117647058824,"-0-5%","LIVE CODE"
"Miscellaneous","7590",NA,2.66,2.16,1.88,1.93,1.79,-0.18796992481203,-0.12962962962963,0.0265957446808511,-0.0725388601036269,"-10-20%","LIVE CODE"
"Miscellaneous","7600",NA,3.83,3.24,2.96,3.03,3.09,-0.154046997389034,-0.0864197530864198,0.0236486486486487,0.0198019801980198,"0-5%","LIVE CODE"
"Miscellaneous","7705",NA,4.95,3.8,3.14,2.93,2.63,-0.232323232323232,-0.173684210526316,-0.0668789808917197,-0.102389078498294,"-10-20%","LIVE CODE"
"Miscellaneous","7710",NA,2.63,2.37,2.16,2.16,2.03,-0.0988593155893536,-0.0886075949367089,0,-0.0601851851851853,"-10-20%","LIVE CODE"
"Miscellaneous","7711",NA,2.63,2.37,2.16,2.16,2.03,-0.0988593155893536,-0.0886075949367089,0,-0.0601851851851853,"-10-20%","LIVE CODE"
"Miscellaneous","7720","X",1.63,1.51,1.53,1.61,1.61,-0.0736196319018404,0.0132450331125828,0.0522875816993464,0,"NO CHANGE","LIVE CODE"
"Miscellaneous","7723","X",1.87,1.53,1.35,1.22,1.13,-0.181818181818182,-0.117647058823529,-0.0962962962962963,-0.0737704918032788,"-10-20%","LIVE CODE"
"Miscellaneous","8734","M",0.32,0.26,0.23,0.22,0.22,-0.1875,-0.115384615384615,-0.0434782608695653,0,"NO CHANGE","LIVE CODE"
"Miscellaneous","8737","M",0.29,0.23,0.21,0.19,0.19,-0.206896551724138,-0.0869565217391305,-0.0952380952380952,0,"NO CHANGE","LIVE CODE"
"Miscellaneous","8738","M",0.56,0.43,0.34,0.31,0.31,-0.232142857142857,-0.209302325581395,-0.0882352941176471,0,"NO CHANGE","LIVE CODE"
"Miscellaneous","8805","M",0.12,0.11,0.09,0.09,0.08,-0.0833333333333333,-0.181818181818182,0,-0.111111111111111,"-10-20%","LIVE CODE"
"Miscellaneous","8814","M",0.11,0.1,0.09,0.09,0.07,-0.0909090909090908,-0.1,0,-0.222222222222222,"-20%","LIVE CODE"
"Miscellaneous","8815","M",0.21,0.18,0.14,0.13,0.12,-0.142857142857143,-0.222222222222222,-0.0714285714285715,-0.076923076923077,"-10-20%","LIVE CODE"
"Miscellaneous","9019",NA,1.23,1.37,1.47,1.51,1.4,0.113821138211382,0.0729927007299269,0.0272108843537415,-0.0728476821192053,"-10-20%","LIVE CODE"
"Miscellaneous","9102",NA,2.22,1.95,1.8,1.85,1.66,-0.121621621621622,-0.0769230769230769,0.0277777777777779,-0.102702702702703,"-10-20%","LIVE CODE"
"Miscellaneous","9154",NA,1.24,1.07,0.96,0.95,0.87,-0.137096774193548,-0.102803738317757,-0.0104166666666666,-0.0842105263157894,"-10-20%","LIVE CODE"
"Miscellaneous","9178",NA,4.7,3.94,3.58,3.47,3.16,-0.161702127659574,-0.0913705583756345,-0.0307262569832402,-0.0893371757925072,"-10-20%","LIVE CODE"
"Miscellaneous","9179",NA,7.8,6.83,7.22,8.72,8.83,-0.124358974358974,0.0571010248901902,0.207756232686981,0.0126146788990824,"0-5%","LIVE CODE"
"Miscellaneous","9180",NA,3.08,2.96,2.76,2.66,2.43,-0.038961038961039,-0.0675675675675677,-0.0362318840579708,-0.0864661654135338,"-10-20%","LIVE CODE"
"Miscellaneous","9182",NA,1.21,1.06,1.03,1.1,1.06,-0.12396694214876,-0.0283018867924528,0.0679611650485437,-0.0363636363636364,"-0-5%","LIVE CODE"
"Miscellaneous","9186",NA,13.24,10.78,9.59,8.69,7.07,-0.185800604229607,-0.11038961038961,-0.0938477580813347,-0.186421173762946,"-10-20%","LIVE CODE"
"Miscellaneous","9402",NA,3.2,3.21,3.07,2.99,2.93,0.00312499999999982,-0.043613707165109,-0.026058631921824,-0.020066889632107,"-0-5%","LIVE CODE"
"Miscellaneous","9403",NA,5.61,4.91,4.65,4.27,4.07,-0.124777183600713,-0.0529531568228105,-0.0817204301075271,-0.046838407494145,"-0-5%","LIVE CODE"
"Office and Clerical","4361",NA,0.71,0.59,0.53,0.49,0.46,-0.169014084507042,-0.101694915254237,-0.0754716981132076,-0.0612244897959183,"-10-20%","LIVE CODE"
"Office and Clerical","7402",NA,0.09,0.07,0.06,0.06,0.06,-0.222222222222222,-0.142857142857143,0,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","7610",NA,0.46,0.37,0.35,0.33,0.31,-0.195652173913044,-0.0540540540540541,-0.0571428571428571,-0.0606060606060607,"-10-20%","LIVE CODE"
"Office and Clerical","8601",NA,0.26,0.19,0.17,0.16,0.16,-0.269230769230769,-0.105263157894737,-0.0588235294117647,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8602",NA,1.06,0.94,0.83,0.76,0.66,-0.113207547169811,-0.117021276595745,-0.0843373493975903,-0.131578947368421,"-10-20%","LIVE CODE"
"Office and Clerical","8603",NA,0.04,0.04,0.04,0.04,0.04,0,0,0,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8721",NA,0.24,0.2,0.2,0.22,0.2,-0.166666666666667,0,0.0999999999999999,-0.0909090909090908,"-10-20%","LIVE CODE"
"Office and Clerical","8723",NA,0.12,0.11,0.1,0.09,0.08,-0.0833333333333333,-0.0909090909090908,-0.1,-0.111111111111111,"-10-20%","LIVE CODE"
"Office and Clerical","8742",NA,0.24,0.19,0.17,0.16,0.16,-0.208333333333333,-0.105263157894737,-0.0588235294117647,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8748",NA,0.43,0.36,0.32,0.32,0.33,-0.162790697674419,-0.111111111111111,0,0.03125,"0-5%","LIVE CODE"
"Office and Clerical","8755",NA,0.21,0.17,0.15,0.16,0.17,-0.19047619047619,-0.11764705882353,0.0666666666666667,0.0625,"5-10%","LIVE CODE"
"Office and Clerical","8799",NA,0.36,0.27,0.23,0.22,0.23,-0.25,-0.148148148148148,-0.0434782608695653,0.0454545454545454,"0-5%","LIVE CODE"
"Office and Clerical","8800",NA,0.93,0.85,0.82,0.77,0.74,-0.0860215053763441,-0.0352941176470588,-0.0609756097560975,-0.038961038961039,"-0-5%","LIVE CODE"
"Office and Clerical","8803",NA,0.07,0.04,0.03,0.03,0.03,-0.428571428571429,-0.25,0,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8810",NA,0.09,0.08,0.07,0.07,0.06,-0.111111111111111,-0.125,0,-0.142857142857143,"-10-20%","LIVE CODE"
"Office and Clerical","8820",NA,0.09,0.08,0.07,0.07,0.07,-0.111111111111111,-0.125,0,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8832",NA,0.26,0.21,0.18,0.17,0.16,-0.192307692307692,-0.142857142857143,-0.0555555555555555,-0.0588235294117647,"-10-20%","LIVE CODE"
"Office and Clerical","8833",NA,0.89,0.71,0.62,0.56,0.53,-0.202247191011236,-0.126760563380282,-0.096774193548387,-0.0535714285714286,"-10-20%","LIVE CODE"
"Office and Clerical","8855",NA,0.1,0.08,0.07,0.07,0.07,-0.2,-0.125,0,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8856",NA,0.21,0.22,0.25,0.3,0.32,0.0476190476190477,0.136363636363636,0.2,0.0666666666666667,"5-10%","LIVE CODE"
"Office and Clerical","8868",NA,0.37,0.29,0.26,0.26,0.25,-0.216216216216216,-0.103448275862069,0,-0.0384615384615385,"-0-5%","LIVE CODE"
"Office and Clerical","8869",NA,0.82,0.65,0.6,0.58,0.58,-0.207317073170732,-0.076923076923077,-0.0333333333333333,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8871",NA,0.06,0.04,0.04,0.04,0.04,-0.333333333333333,0,0,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","8901",NA,0.13,0.11,0.11,0.1,0.11,-0.153846153846154,0,-0.0909090909090908,0.0999999999999999,"5-10%","LIVE CODE"
"Office and Clerical","9012",NA,0.71,0.55,0.51,0.49,0.49,-0.225352112676056,-0.0727272727272728,-0.0392156862745099,0,"NO CHANGE","LIVE CODE"
"Office and Clerical","9156",NA,1.47,1.29,1.2,1.21,1.12,-0.122448979591837,-0.0697674418604651,0.0083333333333333,-0.0743801652892561,"-10-20%","LIVE CODE"
